player,date,game_number,pts,gmsc,ts_pct,rolling_10g_pts,rolling_10g_gmsc,cumulative_pts
Anthony Edwards,2024-10-22 00:00:00,1,27,11.8,0.513,27.0,11.8,27
Anthony Edwards,2024-10-24 00:00:00,2,32,20.9,0.591,29.5,16.35,59
Anthony Edwards,2024-10-26 00:00:00,3,24,13.2,0.538,27.666666666666668,15.299999999999999,83
Anthony Edwards,2024-10-29 00:00:00,4,37,24.6,0.732,30.0,17.625,120
Anthony Edwards,2024-11-01 00:00:00,5,29,20.6,0.63,29.8,18.22,149
Anthony Edwards,2024-11-02 00:00:00,6,21,13.4,0.56,28.333333333333332,17.416666666666668,170
Anthony Edwards,2024-11-04 00:00:00,7,21,16.7,0.746,27.285714285714285,17.314285714285713,191
Anthony Edwards,2024-11-07 00:00:00,8,33,27.8,0.691,28.0,18.625,224
Anthony Edwards,2024-11-08 00:00:00,9,37,26.9,0.797,29.0,19.544444444444444,261
Anthony Edwards,2024-11-10 00:00:00,10,22,8.9,0.434,28.3,18.48,283
Anthony Edwards,2024-11-12 00:00:00,11,26,18.9,0.601,28.2,19.19,309
Anthony Edwards,2024-11-13 00:00:00,12,24,15.4,0.448,27.4,18.64,333
Anthony Edwards,2024-11-15 00:00:00,13,36,22.4,0.646,28.6,19.56,369
Anthony Edwards,2024-11-17 00:00:00,14,24,21.4,0.783,27.3,19.240000000000002,393
Anthony Edwards,2024-11-21 00:00:00,15,26,18.1,0.61,27.0,18.990000000000002,419
Anthony Edwards,2024-11-24 00:00:00,16,28,20.3,0.615,27.7,19.68,447
Anthony Edwards,2024-11-26 00:00:00,17,29,21.4,0.549,28.5,20.15,476
Anthony Edwards,2024-11-27 00:00:00,18,29,22.8,0.527,28.1,19.65,505
Anthony Edwards,2024-11-29 00:00:00,19,21,10.4,0.453,26.5,18.0,526
Anthony Edwards,2024-12-02 00:00:00,20,8,2.5,0.288,25.1,17.36,534
Anthony Edwards,2024-12-04 00:00:00,21,16,14.0,0.538,24.1,16.869999999999997,550
Anthony Edwards,2024-12-06 00:00:00,22,30,27.3,0.759,24.7,18.06,580
Anthony Edwards,2024-12-08 00:00:00,23,27,17.2,0.679,23.8,17.54,607
Anthony Edwards,2024-12-13 00:00:00,24,23,11.4,0.518,23.7,16.54,630
Anthony Edwards,2024-12-15 00:00:00,25,26,16.0,0.582,23.7,16.330000000000002,656
Anthony Edwards,2024-12-19 00:00:00,26,17,16.7,0.531,22.6,15.969999999999999,673
Anthony Edwards,2024-12-21 00:00:00,27,19,10.4,0.437,21.6,14.87,692
Anthony Edwards,2024-12-23 00:00:00,28,16,6.8,0.391,20.3,13.27,708
Anthony Edwards,2024-12-25 00:00:00,29,26,18.6,0.542,20.8,14.09,734
Anthony Edwards,2024-12-27 00:00:00,30,24,15.4,0.655,22.4,15.38,758
Anthony Edwards,2024-12-29 00:00:00,31,14,6.3,0.342,22.2,14.61,772
Anthony Edwards,2024-12-31 00:00:00,32,20,14.0,0.727,21.2,13.280000000000001,792
Anthony Edwards,2025-01-02 00:00:00,33,15,8.8,0.422,20.0,12.440000000000001,807
Anthony Edwards,2025-01-04 00:00:00,34,53,33.3,0.73,23.0,14.63,860
Anthony Edwards,2025-01-06 00:00:00,35,37,28.2,0.601,24.1,15.85,897
Anthony Edwards,2025-01-07 00:00:00,36,32,22.9,0.677,25.6,16.47,929
Anthony Edwards,2025-01-09 00:00:00,37,21,14.3,0.457,25.8,16.86,950
Anthony Edwards,2025-01-11 00:00:00,38,15,7.0,0.466,25.7,16.880000000000003,965
Anthony Edwards,2025-01-13 00:00:00,39,41,32.5,0.719,27.2,18.27,1006
Anthony Edwards,2025-01-15 00:00:00,40,28,17.6,0.587,27.6,18.490000000000002,1034
Anthony Edwards,2025-01-17 00:00:00,41,36,29.7,0.791,29.8,20.830000000000002,1070
Anthony Edwards,2025-01-18 00:00:00,42,28,19.5,0.568,30.6,21.380000000000003,1098
Anthony Edwards,2025-01-20 00:00:00,43,32,18.9,0.594,32.3,22.39,1130
Anthony Edwards,2025-01-22 00:00:00,44,21,13.5,0.466,29.1,20.41,1151
Anthony Edwards,2025-01-25 00:00:00,45,34,25.5,0.687,28.8,20.14,1185
Anthony Edwards,2025-01-27 00:00:00,46,23,13.8,0.447,27.9,19.23,1208
Anthony Edwards,2025-01-29 00:00:00,47,33,25.6,0.689,29.1,20.36,1241
Anthony Edwards,2025-01-30 00:00:00,48,36,35.6,0.854,31.2,23.22,1277
Anthony Edwards,2025-02-03 00:00:00,49,21,12.6,0.461,29.2,21.23,1298
Anthony Edwards,2025-02-05 00:00:00,50,49,36.1,0.682,31.3,23.080000000000002,1347
Anthony Edwards,2025-02-06 00:00:00,51,41,30.1,0.649,31.8,23.12,1388
Anthony Edwards,2025-02-10 00:00:00,52,44,24.9,0.652,33.4,23.66,1432
Anthony Edwards,2025-02-12 00:00:00,53,28,13.4,0.398,33.0,23.11,1460
Anthony Edwards,2025-02-13 00:00:00,54,23,20.4,0.504,33.2,23.8,1483
Anthony Edwards,2025-02-21 00:00:00,55,37,18.8,0.508,33.5,23.130000000000003,1520
Anthony Edwards,2025-02-23 00:00:00,56,29,21.6,0.571,34.1,23.91,1549
Anthony Edwards,2025-02-24 00:00:00,57,17,12.3,0.438,32.5,22.580000000000002,1566
Anthony Edwards,2025-02-27 00:00:00,58,18,17.9,0.654,30.7,20.81,1584
Anthony Edwards,2025-03-02 00:00:00,59,44,40.8,0.781,33.0,23.630000000000003,1628
Anthony Edwards,2025-03-04 00:00:00,60,18,11.3,0.639,29.9,21.15,1646
Anthony Edwards,2025-03-05 00:00:00,61,29,24.4,0.616,28.7,20.58,1675
Anthony Edwards,2025-03-07 00:00:00,62,13,12.9,0.553,25.6,19.380000000000003,1688
Anthony Edwards,2025-03-09 00:00:00,63,25,19.9,0.766,25.3,20.029999999999998,1713
Anthony Edwards,2025-03-12 00:00:00,64,29,19.8,0.599,25.9,19.97,1742
Anthony Edwards,2025-03-14 00:00:00,65,28,19.5,0.622,25.0,20.04,1770
Anthony Edwards,2025-03-16 00:00:00,66,41,29.3,0.692,26.2,20.81,1811
Anthony Edwards,2025-03-17 00:00:00,67,38,28.0,0.579,28.3,22.38,1849
Anthony Edwards,2025-03-19 00:00:00,68,29,22.0,0.548,29.4,22.79,1878
Anthony Edwards,2025-03-21 00:00:00,69,17,14.5,0.612,26.7,20.16,1895
Anthony Edwards,2025-03-24 00:00:00,70,17,6.7,0.418,26.6,19.7,1912
Anthony Edwards,2025-03-28 00:00:00,71,20,14.4,0.526,25.7,18.7,1932
Anthony Edwards,2025-03-30 00:00:00,72,25,15.3,0.602,26.9,18.94,1957
Anthony Edwards,2025-04-01 00:00:00,73,34,23.9,0.605,27.8,19.34,1991
Anthony Edwards,2025-04-03 00:00:00,74,28,24.2,0.814,27.7,19.78,2019
Anthony Edwards,2025-04-05 00:00:00,75,37,28.4,0.754,28.6,20.669999999999998,2056
Anthony Edwards,2025-04-08 00:00:00,76,25,13.5,0.441,27.0,19.09,2081
Anthony Edwards,2025-04-10 00:00:00,77,44,34.6,0.89,27.6,19.75,2125
Anthony Edwards,2025-04-11 00:00:00,78,9,8.8,0.409,25.6,18.43,2134
Anthony Edwards,2025-04-13 00:00:00,79,43,33.5,0.631,28.2,20.330000000000002,2177
Anthony Edwards,2025-04-19 00:00:00,80,22,17.7,0.481,28.7,21.43,2199
Anthony Edwards,2025-04-22 00:00:00,81,25,13.0,0.526,29.2,21.29,2224
Anthony Edwards,2025-04-25 00:00:00,82,29,24.3,0.558,29.6,22.19,2253
Anthony Edwards,2025-04-27 00:00:00,83,43,37.9,0.705,30.5,23.59,2296
Anthony Edwards,2025-04-30 00:00:00,84,15,14.8,0.333,29.2,22.65,2311
Anthony Edwards,2025-05-06 00:00:00,85,23,17.1,0.475,27.8,21.52,2334
Anthony Edwards,2025-05-08 00:00:00,86,20,21.0,0.605,27.3,22.27,2354
Anthony Edwards,2025-05-10 00:00:00,87,36,22.5,0.571,26.5,21.06,2390
Anthony Edwards,2025-05-12 00:00:00,88,30,21.0,0.672,28.6,22.28,2420
Anthony Edwards,2025-05-14 00:00:00,89,22,20.1,0.693,26.5,20.94,2442
Anthony Edwards,2025-05-20 00:00:00,90,18,10.0,0.56,26.1,20.169999999999998,2460
Anthony Edwards,2025-05-22 00:00:00,91,32,25.4,0.526,26.8,21.41,2492
Anthony Edwards,2025-05-24 00:00:00,92,30,27.0,0.839,26.9,21.68,2522
Anthony Edwards,2025-05-26 00:00:00,93,16,7.7,0.498,24.2,18.66,2538
Anthony Edwards,2025-05-28 00:00:00,94,19,8.5,0.46,24.6,18.03,2557
Cade Cunningham,2024-10-23 00:00:00,1,28,21.2,0.546,28.0,21.2,28
Cade Cunningham,2024-10-25 00:00:00,2,33,17.4,0.652,30.5,19.299999999999997,61
Cade Cunningham,2024-10-26 00:00:00,3,21,13.2,0.45,27.333333333333332,17.266666666666666,82
Cade Cunningham,2024-10-28 00:00:00,4,24,17.7,0.621,26.5,17.375,106
Cade Cunningham,2024-10-30 00:00:00,5,22,16.6,0.624,25.6,17.22,128
Cade Cunningham,2024-11-01 00:00:00,6,22,18.0,0.579,25.0,17.349999999999998,150
Cade Cunningham,2024-11-03 00:00:00,7,19,10.2,0.663,24.142857142857142,16.32857142857143,169
Cade Cunningham,2024-11-04 00:00:00,8,17,15.1,0.443,23.25,16.175,186
Cade Cunningham,2024-11-06 00:00:00,9,20,13.9,0.419,22.88888888888889,15.922222222222224,206
Cade Cunningham,2024-11-08 00:00:00,10,22,20.0,0.573,22.8,16.330000000000002,228
Cade Cunningham,2024-11-10 00:00:00,11,26,18.7,0.55,22.6,16.080000000000002,254
Cade Cunningham,2024-11-12 00:00:00,12,21,15.3,0.581,21.4,15.87,275
Cade Cunningham,2024-11-13 00:00:00,13,35,23.5,0.489,22.8,16.9,310
Cade Cunningham,2024-11-15 00:00:00,14,15,8.1,0.343,21.9,15.940000000000001,325
Cade Cunningham,2024-11-17 00:00:00,15,21,27.0,0.61,21.8,16.98,346
Cade Cunningham,2024-11-18 00:00:00,16,26,20.7,0.62,22.2,17.25,372
Cade Cunningham,2024-11-21 00:00:00,17,27,17.5,0.451,23.0,17.98,399
Cade Cunningham,2024-11-29 00:00:00,18,24,19.0,0.632,23.7,18.369999999999997,423
Cade Cunningham,2024-12-03 00:00:00,19,23,16.1,0.617,24.0,18.59,446
Cade Cunningham,2024-12-04 00:00:00,20,27,22.7,0.617,24.5,18.86,473
Cade Cunningham,2024-12-07 00:00:00,21,29,31.0,0.722,24.8,20.09,502
Cade Cunningham,2024-12-12 00:00:00,22,18,11.9,0.409,24.5,19.75,520
Cade Cunningham,2024-12-16 00:00:00,23,20,22.3,0.521,23.0,19.630000000000003,540
Cade Cunningham,2024-12-19 00:00:00,24,33,25.6,0.666,24.8,21.380000000000003,573
Cade Cunningham,2024-12-21 00:00:00,25,28,24.7,0.61,25.5,21.15,601
Cade Cunningham,2024-12-23 00:00:00,26,20,10.6,0.386,24.9,20.14,621
Cade Cunningham,2024-12-26 00:00:00,27,33,23.0,0.564,25.5,20.69,654
Cade Cunningham,2024-12-28 00:00:00,28,17,9.6,0.45,24.8,19.75,671
Cade Cunningham,2025-01-01 00:00:00,29,19,15.6,0.638,24.4,19.7,690
Cade Cunningham,2025-01-03 00:00:00,30,18,10.5,0.431,23.5,18.48,708
Cade Cunningham,2025-01-04 00:00:00,31,40,30.2,0.623,24.6,18.4,748
Cade Cunningham,2025-01-06 00:00:00,32,32,25.6,0.624,26.0,19.77,780
Cade Cunningham,2025-01-08 00:00:00,33,13,10.0,0.597,25.3,18.54,793
Cade Cunningham,2025-01-09 00:00:00,34,32,27.6,0.653,25.2,18.740000000000002,825
Cade Cunningham,2025-01-11 00:00:00,35,22,21.0,0.573,24.6,18.369999999999997,847
Cade Cunningham,2025-01-13 00:00:00,36,36,23.5,0.626,26.2,19.66,883
Cade Cunningham,2025-01-16 00:00:00,37,20,8.9,0.431,24.9,18.25,903
Cade Cunningham,2025-01-18 00:00:00,38,20,10.6,0.349,25.2,18.35,923
Cade Cunningham,2025-01-20 00:00:00,39,32,20.3,0.661,26.5,18.82,955
Cade Cunningham,2025-01-22 00:00:00,40,29,22.4,0.698,27.6,20.009999999999998,984
Cade Cunningham,2025-01-25 00:00:00,41,35,24.3,0.513,27.1,19.419999999999998,1019
Cade Cunningham,2025-01-27 00:00:00,42,22,10.0,0.396,26.1,17.86,1041
Cade Cunningham,2025-01-29 00:00:00,43,32,24.2,0.627,28.0,19.28,1073
Cade Cunningham,2025-01-31 00:00:00,44,40,29.2,0.639,28.8,19.44,1113
Cade Cunningham,2025-02-02 00:00:00,45,22,20.0,0.469,28.8,19.34,1135
Cade Cunningham,2025-02-03 00:00:00,46,30,25.3,0.522,28.2,19.52,1165
Cade Cunningham,2025-02-05 00:00:00,47,38,31.9,0.547,30.0,21.82,1203
Cade Cunningham,2025-02-09 00:00:00,48,19,17.2,0.506,29.9,22.48,1222
Cade Cunningham,2025-02-11 00:00:00,49,20,21.2,0.693,28.7,22.57,1242
Cade Cunningham,2025-02-12 00:00:00,50,29,20.2,0.62,28.7,22.35,1271
Cade Cunningham,2025-02-21 00:00:00,51,25,21.0,0.746,27.7,22.02,1296
Cade Cunningham,2025-02-23 00:00:00,52,38,36.6,0.75,29.3,24.68,1334
Cade Cunningham,2025-02-24 00:00:00,53,32,21.4,0.587,29.3,24.4,1366
Cade Cunningham,2025-02-26 00:00:00,54,21,13.6,0.48,27.4,22.84,1387
Cade Cunningham,2025-02-28 00:00:00,55,11,7.0,0.387,26.3,21.54,1398
Cade Cunningham,2025-03-01 00:00:00,56,15,13.9,0.644,24.8,20.4,1413
Cade Cunningham,2025-03-03 00:00:00,57,29,20.0,0.563,23.9,19.21,1442
Cade Cunningham,2025-03-05 00:00:00,58,37,28.2,0.669,25.7,20.31,1479
Cade Cunningham,2025-03-08 00:00:00,59,31,21.0,0.724,26.8,20.29,1510
Cade Cunningham,2025-03-09 00:00:00,60,28,15.2,0.668,26.7,19.79,1538
Cade Cunningham,2025-03-11 00:00:00,61,27,20.7,0.536,26.9,19.759999999999998,1565
Cade Cunningham,2025-03-13 00:00:00,62,38,29.0,0.555,26.9,19.0,1603
Cade Cunningham,2025-03-15 00:00:00,63,11,5.8,0.298,24.8,17.44,1614
Cade Cunningham,2025-03-17 00:00:00,64,24,19.0,0.676,25.1,17.98,1638
Cade Cunningham,2025-03-19 00:00:00,65,25,21.0,0.5,26.5,19.380000000000003,1663
Cade Cunningham,2025-03-21 00:00:00,66,35,23.3,0.543,28.5,20.32,1698
Cade Cunningham,2025-04-05 00:00:00,67,25,14.0,0.462,28.1,19.72,1723
Cade Cunningham,2025-04-07 00:00:00,68,35,26.3,0.677,27.9,19.53,1758
Cade Cunningham,2025-04-10 00:00:00,69,36,27.1,0.699,28.4,20.14,1794
Cade Cunningham,2025-04-11 00:00:00,70,36,34.1,0.791,29.2,22.03,1830
Cade Cunningham,2025-04-19 00:00:00,71,21,12.5,0.453,28.6,21.21,1851
Cade Cunningham,2025-04-21 00:00:00,72,33,23.8,0.628,28.1,20.69,1884
Cade Cunningham,2025-04-24 00:00:00,73,24,18.5,0.456,29.4,21.96,1908
Cade Cunningham,2025-04-27 00:00:00,74,25,18.3,0.505,29.5,21.89,1933
Cade Cunningham,2025-04-29 00:00:00,75,24,18.6,0.539,29.4,21.65,1957
Cade Cunningham,2025-05-01 00:00:00,76,23,17.6,0.467,28.2,21.080000000000002,1980
De'Aaron Fox,2024-10-24 00:00:00,1,15,13.7,0.504,15.0,13.7,15
De'Aaron Fox,2024-10-26 00:00:00,2,28,20.5,0.595,21.5,17.1,43
De'Aaron Fox,2024-10-28 00:00:00,3,24,15.3,0.551,22.333333333333332,16.5,67
De'Aaron Fox,2024-10-29 00:00:00,4,19,15.0,0.598,21.5,16.125,86
De'Aaron Fox,2024-11-01 00:00:00,5,31,24.8,0.832,23.4,17.86,117
De'Aaron Fox,2024-11-02 00:00:00,6,24,13.9,0.455,23.5,17.2,141
De'Aaron Fox,2024-11-04 00:00:00,7,28,17.8,0.615,24.142857142857142,17.285714285714285,169
De'Aaron Fox,2024-11-06 00:00:00,8,21,11.6,0.491,23.75,16.575,190
De'Aaron Fox,2024-11-08 00:00:00,9,31,15.1,0.685,24.555555555555557,16.41111111111111,221
De'Aaron Fox,2024-11-10 00:00:00,10,21,18.2,0.448,24.2,16.59,242
De'Aaron Fox,2024-11-11 00:00:00,11,24,17.0,0.578,25.1,16.919999999999998,266
De'Aaron Fox,2024-11-13 00:00:00,12,29,28.4,0.707,25.2,17.71,295
De'Aaron Fox,2024-11-15 00:00:00,13,60,47.0,0.753,28.8,20.880000000000003,355
De'Aaron Fox,2024-11-16 00:00:00,14,49,36.4,0.639,31.8,23.02,404
De'Aaron Fox,2024-11-18 00:00:00,15,28,18.5,0.565,31.5,22.39,432
De'Aaron Fox,2024-11-22 00:00:00,16,29,24.0,0.594,32.0,23.4,461
De'Aaron Fox,2024-11-24 00:00:00,17,31,25.6,0.728,32.3,24.18,492
De'Aaron Fox,2024-11-25 00:00:00,18,14,4.9,0.418,31.6,23.509999999999998,506
De'Aaron Fox,2024-11-27 00:00:00,19,26,18.4,0.537,31.1,23.84,532
De'Aaron Fox,2024-11-29 00:00:00,20,22,10.6,0.522,31.2,23.080000000000002,554
De'Aaron Fox,2024-12-01 00:00:00,21,23,20.1,0.482,31.1,23.39,577
De'Aaron Fox,2024-12-03 00:00:00,22,22,19.7,0.579,30.4,22.52,599
De'Aaron Fox,2024-12-05 00:00:00,23,18,10.6,0.37,26.2,18.880000000000003,617
De'Aaron Fox,2024-12-06 00:00:00,24,22,18.0,0.615,23.5,17.04,639
De'Aaron Fox,2024-12-08 00:00:00,25,21,20.2,0.591,22.8,17.21,660
De'Aaron Fox,2024-12-12 00:00:00,26,18,11.2,0.414,21.7,15.930000000000001,678
De'Aaron Fox,2024-12-16 00:00:00,27,29,18.7,0.544,21.5,15.24,707
De'Aaron Fox,2024-12-19 00:00:00,28,26,17.9,0.595,22.7,16.54,733
De'Aaron Fox,2024-12-21 00:00:00,29,31,26.5,0.826,23.2,17.35,764
De'Aaron Fox,2024-12-22 00:00:00,30,23,17.1,0.511,23.3,18.0,787
De'Aaron Fox,2024-12-26 00:00:00,31,26,14.3,0.494,23.6,17.419999999999998,813
De'Aaron Fox,2024-12-28 00:00:00,32,29,26.3,0.516,24.3,18.080000000000002,842
De'Aaron Fox,2024-12-30 00:00:00,33,33,26.5,0.655,25.8,19.669999999999998,875
De'Aaron Fox,2025-01-01 00:00:00,34,35,28.8,0.897,27.1,20.75,910
De'Aaron Fox,2025-01-03 00:00:00,35,23,14.1,0.427,27.3,20.14,933
De'Aaron Fox,2025-01-12 00:00:00,36,26,22.3,0.714,28.1,21.25,959
De'Aaron Fox,2025-01-14 00:00:00,37,20,12.0,0.435,27.2,20.580000000000002,979
De'Aaron Fox,2025-01-16 00:00:00,38,19,17.0,0.495,26.5,20.490000000000002,998
De'Aaron Fox,2025-01-19 00:00:00,39,12,16.1,0.436,24.6,19.45,1010
De'Aaron Fox,2025-01-22 00:00:00,40,14,11.9,0.455,23.7,18.93,1024
De'Aaron Fox,2025-01-23 00:00:00,41,17,8.0,0.354,22.8,18.3,1041
De'Aaron Fox,2025-01-25 00:00:00,42,14,4.1,0.35,21.3,16.080000000000002,1055
De'Aaron Fox,2025-01-27 00:00:00,43,30,24.7,0.723,21.0,15.9,1085
De'Aaron Fox,2025-01-29 00:00:00,44,19,14.0,0.567,19.4,14.419999999999998,1104
De'Aaron Fox,2025-02-01 00:00:00,45,20,16.4,0.608,19.1,14.65,1124
De'Aaron Fox,2025-02-05 00:00:00,46,24,24.8,0.545,18.9,14.9,1148
De'Aaron Fox,2025-02-07 00:00:00,47,22,20.5,0.586,19.1,15.75,1170
De'Aaron Fox,2025-02-08 00:00:00,48,9,3.7,0.353,18.1,14.419999999999998,1179
De'Aaron Fox,2025-02-10 00:00:00,49,30,25.2,0.684,19.9,15.330000000000002,1209
De'Aaron Fox,2025-02-12 00:00:00,50,23,16.0,0.664,20.8,15.74,1232
De'Aaron Fox,2025-02-20 00:00:00,51,26,22.5,0.566,21.7,17.19,1258
De'Aaron Fox,2025-02-21 00:00:00,52,27,24.4,0.715,23.0,19.22,1285
De'Aaron Fox,2025-02-23 00:00:00,53,13,5.9,0.341,21.3,17.34,1298
De'Aaron Fox,2025-02-25 00:00:00,54,15,9.5,0.336,20.9,16.89,1313
De'Aaron Fox,2025-02-26 00:00:00,55,7,0.7,0.292,19.6,15.319999999999999,1320
De'Aaron Fox,2025-03-01 00:00:00,56,20,14.2,0.521,19.2,14.26,1340
De'Aaron Fox,2025-03-02 00:00:00,57,20,12.4,0.53,19.0,13.45,1360
De'Aaron Fox,2025-03-04 00:00:00,58,15,14.6,0.625,19.6,14.540000000000001,1375
De'Aaron Fox,2025-03-07 00:00:00,59,16,11.5,0.417,18.2,13.169999999999998,1391
De'Aaron Fox,2025-03-09 00:00:00,60,22,17.7,0.854,18.1,13.34,1413
De'Aaron Fox,2025-03-10 00:00:00,61,14,9.5,0.504,16.9,12.04,1427
De'Aaron Fox,2025-03-12 00:00:00,62,32,26.5,0.579,17.4,12.25,1459
Devin Booker,2024-10-23 00:00:00,1,15,11.0,0.759,15.0,11.0,15
Devin Booker,2024-10-25 00:00:00,2,23,14.5,0.526,19.0,12.75,38
Devin Booker,2024-10-26 00:00:00,3,21,16.4,0.608,19.666666666666668,13.966666666666667,59
Devin Booker,2024-10-28 00:00:00,4,33,22.6,0.622,23.0,16.125,92
Devin Booker,2024-10-31 00:00:00,5,40,39.1,0.813,26.4,20.72,132
Devin Booker,2024-11-02 00:00:00,6,28,23.9,0.519,26.666666666666668,21.25,160
Devin Booker,2024-11-04 00:00:00,7,13,6.8,0.308,24.714285714285715,19.185714285714287,173
Devin Booker,2024-11-06 00:00:00,8,22,17.8,0.6,24.375,19.0125,195
Devin Booker,2024-11-08 00:00:00,9,13,16.1,0.468,23.11111111111111,18.688888888888886,208
Devin Booker,2024-11-10 00:00:00,10,23,19.1,0.503,23.1,18.73,231
Devin Booker,2024-11-12 00:00:00,11,31,27.8,0.685,24.7,20.41,262
Devin Booker,2024-11-13 00:00:00,12,18,13.0,0.483,24.2,20.259999999999998,280
Devin Booker,2024-11-15 00:00:00,13,12,7.1,0.444,23.3,19.330000000000002,292
Devin Booker,2024-11-17 00:00:00,14,44,32.3,0.667,24.4,20.3,336
Devin Booker,2024-11-18 00:00:00,15,17,10.3,0.511,22.1,17.419999999999998,353
Devin Booker,2024-11-20 00:00:00,16,33,24.3,0.622,22.6,17.46,386
Devin Booker,2024-11-26 00:00:00,17,26,24.4,0.693,23.9,19.22,412
Devin Booker,2024-11-27 00:00:00,18,31,20.3,0.653,24.8,19.47,443
Devin Booker,2024-11-30 00:00:00,19,27,24.0,0.574,26.2,20.259999999999998,470
Devin Booker,2024-12-03 00:00:00,20,29,20.2,0.625,26.8,20.369999999999997,499
Devin Booker,2024-12-05 00:00:00,21,28,16.6,0.535,26.5,19.25,527
Devin Booker,2024-12-07 00:00:00,22,21,12.1,0.538,26.8,19.16,548
Devin Booker,2024-12-08 00:00:00,23,25,18.6,0.501,28.1,20.31,573
Devin Booker,2024-12-13 00:00:00,24,34,27.9,0.61,27.1,19.869999999999997,607
Devin Booker,2024-12-15 00:00:00,25,28,24.0,0.726,28.2,21.240000000000002,635
Devin Booker,2024-12-19 00:00:00,26,17,16.8,0.629,26.6,20.490000000000002,652
Devin Booker,2024-12-31 00:00:00,27,16,9.1,0.353,25.6,18.96,668
Devin Booker,2025-01-04 00:00:00,28,20,18.4,0.581,24.5,18.77,688
Devin Booker,2025-01-06 00:00:00,29,10,5.2,0.268,22.8,16.89,698
Devin Booker,2025-01-07 00:00:00,30,39,32.5,0.673,23.8,18.119999999999997,737
Devin Booker,2025-01-09 00:00:00,31,20,16.0,0.448,23.0,18.06,757
Devin Booker,2025-01-11 00:00:00,32,34,27.7,0.781,24.3,19.619999999999997,791
Devin Booker,2025-01-12 00:00:00,33,30,28.7,0.663,24.8,20.63,821
Devin Booker,2025-01-14 00:00:00,34,35,26.3,0.707,24.9,20.47,856
Devin Booker,2025-01-16 00:00:00,35,37,26.1,0.605,25.8,20.68,893
Devin Booker,2025-01-18 00:00:00,36,35,25.4,0.631,27.6,21.54,928
Devin Booker,2025-01-20 00:00:00,37,15,3.6,0.476,27.5,20.990000000000002,943
Devin Booker,2025-01-22 00:00:00,38,32,26.8,0.655,28.7,21.830000000000002,975
Devin Booker,2025-01-25 00:00:00,39,18,12.4,0.418,29.5,22.55,993
Devin Booker,2025-01-27 00:00:00,40,26,20.4,0.582,28.2,21.34,1019
Devin Booker,2025-01-29 00:00:00,41,28,15.3,0.66,29.0,21.27,1047
Devin Booker,2025-01-31 00:00:00,42,31,27.1,0.637,28.7,21.21,1078
Devin Booker,2025-02-01 00:00:00,43,37,26.9,0.766,29.4,21.03,1115
Devin Booker,2025-02-03 00:00:00,44,34,25.3,0.704,29.3,20.93,1149
Devin Booker,2025-02-05 00:00:00,45,19,9.4,0.609,27.5,19.259999999999998,1168
Devin Booker,2025-02-07 00:00:00,46,47,36.0,0.636,28.7,20.32,1215
Devin Booker,2025-02-08 00:00:00,47,24,16.1,0.566,29.6,21.57,1239
Devin Booker,2025-02-11 00:00:00,48,17,13.6,0.559,28.1,20.25,1256
Devin Booker,2025-02-20 00:00:00,49,17,10.7,0.485,28.0,20.080000000000002,1273
Devin Booker,2025-02-22 00:00:00,50,29,24.0,0.64,28.3,20.44,1302
Devin Booker,2025-02-23 00:00:00,51,31,24.8,0.579,28.6,21.39,1333
Devin Booker,2025-02-25 00:00:00,52,28,20.1,0.67,28.3,20.69,1361
Devin Booker,2025-02-27 00:00:00,53,36,26.3,0.585,28.2,20.630000000000003,1397
Devin Booker,2025-02-28 00:00:00,54,17,15.4,0.612,26.5,19.64,1414
Devin Booker,2025-03-02 00:00:00,55,17,9.5,0.618,26.3,19.65,1431
Devin Booker,2025-03-04 00:00:00,56,17,11.0,0.585,23.3,17.15,1448
Devin Booker,2025-03-07 00:00:00,57,34,28.6,0.74,24.3,18.4,1482
Devin Booker,2025-03-09 00:00:00,58,24,17.2,0.527,25.0,18.759999999999998,1506
Devin Booker,2025-03-10 00:00:00,59,26,16.6,0.55,25.9,19.35,1532
Devin Booker,2025-03-12 00:00:00,60,19,11.0,0.552,24.9,18.05,1551
Devin Booker,2025-03-14 00:00:00,61,22,21.6,0.615,24.0,17.73,1573
Devin Booker,2025-03-16 00:00:00,62,19,16.2,0.473,23.1,17.34,1592
Devin Booker,2025-03-17 00:00:00,63,27,22.9,0.729,22.2,17.0,1619
Devin Booker,2025-03-19 00:00:00,64,41,30.9,0.705,24.6,18.55,1660
Devin Booker,2025-03-21 00:00:00,65,17,12.9,0.475,24.6,18.89,1677
Devin Booker,2025-03-24 00:00:00,66,19,14.3,0.47,24.8,19.22,1696
Devin Booker,2025-03-26 00:00:00,67,14,11.8,0.448,22.8,17.54,1710
Devin Booker,2025-03-28 00:00:00,68,10,1.8,0.326,21.4,16.0,1720
Devin Booker,2025-03-30 00:00:00,69,28,18.3,0.746,21.6,16.169999999999998,1748
Devin Booker,2025-04-01 00:00:00,70,39,25.4,0.549,23.6,17.61,1787
Devin Booker,2025-04-04 00:00:00,71,37,26.4,0.593,25.1,18.09,1824
Devin Booker,2025-04-06 00:00:00,72,40,25.6,0.623,27.2,19.03,1864
Devin Booker,2025-04-08 00:00:00,73,21,11.7,0.523,26.6,17.91,1885
Devin Booker,2025-04-09 00:00:00,74,20,16.6,0.46,24.5,16.48,1905
